25/11/2022	2.97
24/11/2022	2.96
23/11/2022	3.00
22/11/2022	2.98
21/11/2022	3.01
18/11/2022	3.06
17/11/2022	3.04
16/11/2022	3.05
15/11/2022	3.08
14/11/2022	3.15
11/11/2022	3.17
10/11/2022	3.28
09/11/2022	3.31
08/11/2022	3.34
07/11/2022	3.29
04/11/2022	3.30
03/11/2022	3.25
02/11/2022	3.22
01/11/2022	3.20
31/10/2022	3.23
27/10/2022	3.30
26/10/2022	3.30
25/10/2022	3.37
24/10/2022	3.39
21/10/2022	3.50
20/10/2022	3.44
19/10/2022	3.39
18/10/2022	3.39
17/10/2022	3.34
14/10/2022	3.28
